pageid,title,wikidata,label
16278319,Federico Pedini Amati,Q888414,Federico Pedini Amati
22138272,Oscar Mina,Q888482,Oscar Mina
22656329,Paolo Rondelli,Q7132238,Paolo Rondelli
37635259,Teodoro Lonfernini,Q57547,Teodoro Lonfernini
42433024,Luca Beccari,Q15998324,Luca Beccari
47107176,Andrea Belluzzi,Q19691256,Andrea Belluzzi
50063461,Massimo Andrea Ugolini,Q23681818,Massimo Andrea Ugolini
67981723,Elena Tonnini,Q107285242,Elena Tonnini
