id,name,relationship,relative,relativename
Q16549371,Gian Nicola Berti,child,Q107697007,
Q16549371,Gian Nicola Berti,sibling,Q289413,
Q289413,Maria Luisa Berti,sibling,Q16549371,
Q3846151,Marco Gatti,relative,Q694614,
Q3846151,Marco Gatti,relative,Q694614,
