@@,name,position
->,Roberto Ciavatta,"Segreteria di Stato per la Sanità e la Sicurezza Sociale->Segretario di Stato per la Sanità,la Sicurezza Sociale,la Previdenza e gli Affari Socialie,le Pari Opportunità e l'Innovazione Tecnol."
->,Elena Tonnini,"Segreteria di Stato per gli Affari Interni->Segretario.di St.per gli Affari interni,la Funzione Pubblica e gli Affari IstuzionaliÂ"
